HAUL,POLY_SPECIES_CODE,SEX,LENGTH,LENGTH_TYPE,POLY_NUMBER,TABLET_ID
59,40,2,520,1,10,VEST2
59,40,2,570,1,10,VEST2
59,40,2,610,1,10,VEST2
59,40,2,610,1,10,VEST2
59,40,2,630,1,10,VEST2
59,40,2,540,1,10,VEST2
59,40,2,690,1,10,VEST2
59,40,2,560,1,10,VEST2
59,40,2,530,1,10,VEST2
59,40,2,570,1,10,VEST2
59,40,2,590,1,10,VEST2
59,40,2,260,1,10,VEST2
59,40,2,270,1,10,VEST2
59,40,2,230,1,10,VEST2
59,40,2,200,1,10,VEST2
59,40,2,500,1,10,VEST2
59,40,2,640,1,10,VEST2
59,40,2,610,1,10,VEST2
59,40,2,560,1,10,VEST2
59,40,2,580,1,10,VEST2
59,40,2,550,1,10,VEST2
59,40,2,310,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,170,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,100,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,180,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,170,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,170,1,10,VEST2
59,40,3,170,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,170,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,140,1,10,VEST2
59,40,3,150,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,120,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,160,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,100,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,130,1,10,VEST2
59,40,3,110,1,10,VEST2
59,40,3,140,1,10,VEST2
59,39,2,250,1,10,VEST2
59,39,2,320,1,10,VEST2
59,39,2,270,1,10,VEST2
59,39,2,280,1,10,VEST2
59,39,2,270,1,10,VEST2
59,39,2,250,1,10,VEST2
59,39,2,260,1,10,VEST2
59,39,2,240,1,10,VEST2
59,39,1,250,1,10,VEST2
59,39,1,240,1,10,VEST2
59,39,1,260,1,10,VEST2
59,39,1,270,1,10,VEST2
59,39,1,240,1,10,VEST2
59,39,1,240,1,10,VEST2
59,39,1,270,1,10,VEST2
59,39,1,230,1,10,VEST2
59,39,1,270,1,10,VEST2
59,94,1,330,1,10,VEST2
59,94,1,330,1,10,VEST2
59,94,1,340,1,10,VEST2
59,94,1,370,1,10,VEST2
59,94,1,260,1,10,VEST2
59,94,1,350,1,10,VEST2
59,94,1,290,1,10,VEST2
59,94,1,310,1,10,VEST2
59,94,1,330,1,10,VEST2
59,94,1,290,1,10,VEST2
59,94,1,320,1,10,VEST2
59,94,1,290,1,10,VEST2
59,94,1,270,1,10,VEST2
59,94,1,310,1,10,VEST2
59,94,1,290,1,10,VEST2
59,94,1,330,1,10,VEST2
59,94,1,310,1,10,VEST2
59,94,1,320,1,10,VEST2
59,94,1,270,1,10,VEST2
59,94,1,340,1,10,VEST2
59,94,1,460,1,10,VEST2
59,94,2,650,1,10,VEST2
59,94,2,410,1,10,VEST2
59,93,1,420,1,10,VEST2
59,40,1,530,1,10,VEST2
59,40,1,510,1,10,VEST2
59,40,1,480,1,10,VEST2
59,40,1,180,1,10,VEST2
59,40,1,160,1,10,VEST2
59,40,1,160,1,10,VEST2
59,40,1,160,1,10,VEST2
59,40,1,170,1,10,VEST2
59,40,1,160,1,10,VEST2
59,40,1,170,1,10,VEST2
59,40,1,530,1,10,VEST2
59,40,1,540,1,10,VEST2
59,40,1,520,1,10,VEST2
59,40,1,540,1,10,VEST2
59,40,1,560,1,10,VEST2
59,40,1,550,1,10,VEST2
59,40,1,560,1,10,VEST2
59,40,1,570,1,10,VEST2
59,40,1,560,1,10,VEST2
59,40,1,550,1,10,VEST2
59,40,1,520,1,10,VEST2
59,40,1,540,1,10,VEST2
59,40,1,520,1,10,VEST2
59,40,1,580,1,10,VEST2
59,40,1,220,1,10,VEST2
59,40,1,250,1,10,VEST2
59,5,2,770,5,10,VEST2
59,5,2,790,5,10,VEST2
59,5,2,1050,5,10,VEST2
59,5,2,760,5,10,VEST2
59,5,2,950,5,10,VEST2
59,5,1,780,5,10,VEST2
59,5,1,740,5,10,VEST2
